NAME,DESCRIPTION,ADDRESS1,ADDRESS2,ADDRESS3,CITY,POSTCODE,COUNTRY,LAT,LNG,VENUE_STATUS,BUSINESS_TYPE,TOILET,WHEELCHAIR_ACCESS,PHONE_PRIMARY,PHONE_SECONDARY,EMAIL_PRIMARY,EMAIL_SECONDARY,WEBSITE,FACEBOOK,TWITTER,OPENING_HOURS,MON_OPEN,MON_CLOSE,TUE_OPEN,TUE_CLOSE,WED_OPEN,WED_CLOSE,THU_OPEN,THU_CLOSE,FRI_OPEN,FRI_CLOSE,SAT_OPEN,SAT_CLOSE,SUN_OPEN,SUN_CLOSE,PRODUCT_LOCATION,STOCK
Canford Cemetery and Crematorium,,"Canford Lane, Westbury-on-Trym, Bristol",,,Bristol,BS9 3PQ,United Kingdom,51.4943763,-2.6270008,Pending,Public Toilet,TRUE,TRUE,,,,,,,,TRUE,9:00,16:00,9:00,16:00,9:00,16:00,9:00,16:00,9:00,16:00,11:00,16:00,11:00,16:00,TBD,
Arnolfini Cafe (Bristol Beer Factory),,"Arnolfini, Narrow Quay, Bristol",,,Bristol,BS1 4QA,United Kingdom,51.4492816,-2.597373,Pending,Public Toilet,TRUE,TRUE,,,,,,,,TRUE,9:00,16:00,9:00,22:00,9:00,22:00,9:00,22:00,9:00,23:00,10:00,23:00,10:00,18:00,TBD,
The Lounge Coffee Shop and Bar Ltd,,167 Greystoke Avenue,,,Bristol,BS10 6AS,United Kingdom,51.503316,-2.6026473,Pending,Public Toilet,TRUE,FALSE,,,,,,,,TRUE,9:00,16:00,9:00,16:00,9:00,16:00,9:00,22:30,9:00,22:30,9:00,22:30,8:00,14:00,TBD,
Blackboy Hill Urinal,,Top of Blackboy Hill (Westbury Road) just before the Downs,,,Bristol,BS8 1PB,United Kingdom,51.4708628,-2.6154102,Pending,Public Toilet,TRUE,FALSE,,,,,,,,TRUE,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,TBD,
Knowle West Media Centre,,Linster Avenue,,,Bristol,BS4 1NL,United Kingdom,51.4254807,-2.593128,Pending,Public Toilet,TRUE,TRUE,,,,,,,,TRUE,9:30,17:00,9:30,17:00,9:30,17:00,9:30,17:00,9:30,17:00,,,,,TBD,
Avonmouth Community Centre,,"257 Avonmouth Road, Avonmouth",,,Bristol,BS11 9EN,United Kingdom,51.5001643,-2.6983594,Pending,Public Toilet,TRUE,TRUE,,,,,,,,TRUE,9:30,16:30,9:30,16:30,9:30,16:30,9:30,16:30,,,,,,,TBD,
St Andrews Park - Public Conveniences,,"Melita Rd (& Effingham Road), Bristol",,,Bristol,BS6 5AZ,United Kingdom,51.4740165,-2.5870381,Pending,Public Toilet,TRUE,TRUE,,,,,,,,TRUE,7:30,21:00,7:30,21:00,7:30,21:00,7:30,21:00,7:30,21:00,7:30,21:00,7:30,21:00,TBD,
Dundridge Public Conveniences,,"Recreation Ground Dundridge Lane Bristol,
 BS5 8SZ",,,Bristol,BS5 8SZ,United Kingdom,51.4498319,-2.5287123,Pending,Public Toilet,TRUE,FALSE,,,,,,,,FALSE,,,,,,,,,,,,,,,TBD,
Redcatch Park Pavillion,,"Redcatch Park, Broad Walk, Knowle",,,Bristol,BS4 2RA,United Kingdom,51.4339479,-2.5713943,Pending,Public Toilet,TRUE,TRUE,,,,,,,,FALSE,,,,,,,,,,,,,,,TBD,
Sainsbury's - St Phillips Causeway,,"St Philips Causeway, St Philips,
 BS4 3QU",,,Bristol,BS4 3QU,United Kingdom,51.4430156,-2.5598275,Pending,Public Toilet,TRUE,FALSE,,,,,,,,TRUE,7:00,22:00,7:00,22:00,7:00,22:00,7:00,22:00,7:00,22:00,7:00,22:00,7:00,22:00,TBD,
"City Hall, Bristol City Council",,"College Green, Bristol",,,Bristol,BS1 5TL,United Kingdom,51.4526073,-2.6020397,Pending,Public Toilet,TRUE,TRUE,,,,,,,,TRUE,8:00,19:00,8:00,19:00,8:00,19:00,8:00,19:00,8:00,19:00,,,,,TBD,
Bristol Central Library,,"Deanery Road, Bristol",,,Bristol,BS1 5TL,United Kingdom,51.4514844,-2.6025898,Pending,Public Toilet,TRUE,TRUE,,,,,,,,TRUE,10:00,19:00,10:00,19:00,,,10:00,19:00,10:00,16:45,10:00,16:45,13:00,16:45,TBD,
Millenium Square car park public toilets,,"Canons Way, Bristol",,,Bristol,BS1 5LL,United Kingdom,51.449441,-2.6005339,Pending,Public Toilet,TRUE,TRUE,,,,,,,,TRUE,11:00,17:00,11:00,17:00,11:00,17:00,11:00,17:00,11:00,17:00,11:00,17:00,11:00,17:00,TBD,
Canford Cemetery - Public Convenience,,"Canford Lane Westbury-on-Trym, Bristol",,,Bristol,BS9 3PQ,United Kingdom,51.4931573,-2.6264704,Pending,Public Toilet,TRUE,TRUE,,,,,,,,TRUE,9:00,16:00,9:00,16:00,9:00,16:00,9:00,16:00,9:00,16:00,9:00,16:00,10:00,16:00,TBD,
Blaise Castle House Museum and Roman Villa,,Henbury Road,,,Bristol,BS10 7QS,United Kingdom,51.5057675,-2.6324355,Pending,Public Toilet,TRUE,FALSE,,,,,,,,TRUE,10:00,17:00,,,,,11:00,16:00,11:00,16:00,11:00,16:00,11:00,16:00,TBD,
Tesco - Callington Road,,"Callington Road,
 BS4 5AY",,,Bristol,BS4 5AY,United Kingdom,51.432475,-2.5546494,Pending,Public Toilet,TRUE,TRUE,,,,,,,,TRUE,8:00,22:00,8:00,22:00,8:00,22:00,8:00,22:00,8:00,22:00,10:00,16:00,,,TBD,
Cafe on the Square,,"Shirehampton Road, Bristol",,,Bristol,BS9 2DY,United Kingdom,51.4879828,-2.6475945,Pending,Public Toilet,TRUE,TRUE,,,,,,,,TRUE,9:00,17:00,9:00,17:00,9:00,17:00,9:00,17:00,9:00,17:00,10:00,14:00,,,TBD,
The Wellspring Healthy Living Centre,,"Bean Street, Barton Hill",,,Bristol,BS5 9QY,United Kingdom,51.4557585,-2.5614234,Pending,Public Toilet,TRUE,TRUE,,,,,,,,TRUE,9:00,19:00,9:00,19:00,9:00,19:00,9:00,19:00,9:00,19:00,,,,,TBD,
Brandon Hill Park - Public Conveniences,,"Great George Street, City Centre, Bristol",,,Bristol,BS1 5RR,United Kingdom,51.4537439,-2.6074708,Pending,Public Toilet,TRUE,TRUE,,,,,,,,TRUE,8:00,15:30,8:00,15:30,8:00,15:30,8:00,15:30,8:00,15:30,8:00,15:30,8:00,15:30,TBD,
Sainburys Winterstoke Road,,111 Winterstoke Road,,,Bristol,BS3 3NS,United Kingdom,51.4337265,-2.6193472,Pending,Public Toilet,TRUE,TRUE,,,,,,,,TRUE,7:00,22:00,7:00,22:00,7:00,22:00,7:00,22:00,7:00,22:00,7:00,22:00,10:00,16:00,TBD,
Stonehouse Pizza and Carvery,,Henbury Arms 189 Henbury Road,,,Bristol,BS10 7AD,United Kingdom,51.50596,-2.6284039,Pending,Public Toilet,TRUE,TRUE,,,,,,,,TRUE,8:00,22:00,8:00,22:00,8:00,22:00,8:00,22:00,8:00,22:00,8:00,22:00,8:00,22:00,TBD,
"Hengrove Play Park, Hengrove Leisure Centre,",,"Hengrove way, Hengrove, Bristol,
 BS14 0HR",,,Bristol,BS14 0HR,United Kingdom,51.4154325,-2.5849137,Pending,Public Toilet,TRUE,TRUE,,,,,,,,FALSE,,,,,,,,,,,,,,,TBD,
Avonmouth Medical Centre (Pioneer Medical Group),,"1 Collins Street, Bristol",,,Bristol,BS11 9JJ,United Kingdom,51.4987533,-2.694529,Pending,Public Toilet,TRUE,TRUE,,,,,,,,TRUE,8:00,18:30,8:00,18:30,8:00,18:30,8:00,18:30,8:00,17:00,,,,,TBD,
Henbury Sports Centre,,Avonmouth Way,,,Bristol,BS10 7NG,United Kingdom,51.5093074,-2.6327884,Pending,Public Toilet,TRUE,TRUE,,,,,,,,TRUE,7:15,22:00,7:15,22:00,7:15,22:00,7:15,22:00,7:15,22:00,7:15,22:00,7:30,20:00,TBD,
Mshed,,"Prince's Wharf, Wapping Road",,,Bristol,BS1 4RN,United Kingdom,51.4477456,-2.5979753,Pending,Public Toilet,TRUE,TRUE,,,,,,,,TRUE,10:00,17:00,10:00,17:00,10:00,17:00,10:00,17:00,10:00,17:00,10:00,17:00,10:00,17:00,TBD,
the Life Boat,,"25 High St, Bristol",,,Bristol,BS11 0DX,United Kingdom,51.489005,-2.6753649,Pending,Public Toilet,TRUE,FALSE,,,,,,,,TRUE,10:00,23:00,10:00,23:00,10:00,23:00,10:00,23:00,10:00,23:00,10:00,23:00,12:00,22:00,TBD,
Sea Walls Public Toilets,,Circular Road By Sea Walls viewing Area,,,Bristol,BS9 1ZZ,United Kingdom,51.4701439,-2.6355419,Pending,Public Toilet,TRUE,TRUE,,,,,,,,TRUE,7:30,18:00,7:30,18:00,7:30,18:00,7:30,18:00,7:30,18:00,7:30,18:00,7:30,18:00,TBD,
A4 Portway Park & Ride,,"A4 Portway, Bristol",,,Bristol,BS11 9QE,United Kingdom,51.4899866,-2.6885941,Pending,Public Toilet,TRUE,TRUE,,,,,,,,TRUE,6:00,21:40,6:00,21:40,6:00,21:40,6:00,21:40,6:00,21:40,6:00,21:40,9:00,18:40,TBD,
BCC Customers Service Point,,"100 Temple Street, Redcliff, Bristol",,,Bristol,BS1 6AG,United Kingdom,51.4496047,-2.5865772,Pending,Public Toilet,TRUE,TRUE,,,,,,,,FALSE,,,,,,,,,,,,,,,TBD,
Ridingleaze Medical Centre (Pioneer Medical Group),,"Ridingleaze, Lawrence Weston",,,Bristol,BS11 0QE,United Kingdom,51.500447,-2.6598141,Pending,Public Toilet,TRUE,TRUE,,,,,,,,TRUE,8:00,18:30,8:00,18:30,8:00,18:30,8:00,18:30,8:00,18:30,,,,,TBD,
Southville Centre,,"Beauley Rd,
 BS3 1QG",,,Bristol,BS3 1QG,United Kingdom,51.4436875,-2.6055339,Pending,Public Toilet,TRUE,TRUE,,,,,,,,TRUE,8:30,20:15,8:30,20:15,8:30,20:15,8:30,20:15,8:30,18:00,,,,,TBD,
Ashton Gate Limited,,"Coffee shop, Ashton Gate Stadium, Bristol",,,Bristol,BS3 2EL,United Kingdom,51.4393106,-2.620747,Pending,Public Toilet,TRUE,TRUE,,,,,,,,TRUE,8:00,16:00,8:00,16:00,8:00,16:00,8:00,16:00,8:00,16:00,,,,,TBD,
The Jersey Lily,,"193 Whiteladies Road, Bristol",,,Bristol,BS8 2SB,United Kingdom,51.4695036,-2.6140118,Pending,Public Toilet,TRUE,FALSE,,,,,,,,TRUE,11:00,23:00,11:00,23:00,11:00,23:00,11:00,24:00:00,11:00,24:00:00,11:00,24:00:00,12:00,23:00,TBD,
Oldbury Court Estate - Public Conveniences,,"Oldbury Court Road, Bristol",,,Bristol,BS16 2JH,United Kingdom,51.4879161,-2.5281763,Pending,Public Toilet,TRUE,TRUE,,,,,,,,TRUE,8:00,17:15,8:00,17:15,8:00,17:15,8:00,17:15,8:00,17:15,8:00,17:15,8:00,17:15,TBD,
Tobacco Factory,,"Raleigh Road, Bristol",,,Bristol,BS3 1TF,United Kingdom,51.442391,-2.6134997,Pending,Public Toilet,TRUE,TRUE,,,,,,,,TRUE,10:00,23:00,10:00,23:00,10:00,23:00,10:00,23:00,10:00,12:00,10:00,12:00,10:00,23:00,TBD,
The Kitchen,,"The Station, Silver Street, Bristol",,,Bristol,BS1 2AG,United Kingdom,51.4574451,-2.5928135,Pending,Public Toilet,TRUE,TRUE,,,,,,,,TRUE,9:00,15:00,9:00,15:00,9:00,15:00,9:00,15:00,9:00,15:00,9:00,15:00,,,TBD,
"Cabot Circus Shopping Centre, Lower ground floor",,"Glass House, Broadmead",,,Bristol,BS1 3BX,United Kingdom,51.4589417,-2.5843309,Pending,Public Toilet,TRUE,TRUE,,,,,,,,TRUE,9:00,20:15,9:00,20:15,9:00,20:15,9:00,20:15,9:00,20:15,9:00,20:15,9:00,17:30,TBD,
Campus Pool,,"Whitchurch Rd, Bishopsworth",,,Bristol,BS13 7RW,United Kingdom,51.4159869,-2.6171368,Pending,Public Toilet,TRUE,TRUE,,,,,,,,TRUE,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,18:00,10:00,18:00,,,TBD,
"Ashton Court Estate, golf hub Public Conveniences",,"Golf Hub, Rownham Hill, Long Ashton, North Somerset",,,Bristol,BS8 3PX,United Kingdom,51.4511158,-2.6441136,Pending,Public Toilet,TRUE,TRUE,,,,,,,,TRUE,7:00,17:00,7:00,17:00,7:00,17:00,7:00,17:00,7:00,17:00,7:00,17:00,7:00,17:00,TBD,
Blaise Castle Estate Public Conveniences,,"Kings Weston Road, Kingsweston, Bristol",,,Bristol,BS10 7QT,United Kingdom,51.5054365,-2.6366494,Pending,Public Toilet,TRUE,TRUE,,,,,,,,TRUE,8:30,16:00,8:30,16:00,8:30,16:00,8:30,16:00,8:30,16:00,,,,,TBD,
"Ambition Lawrence Weston, Lawrence Weston Youth Centre",,"Lawrence Weston Road, Long Cross, Bristol",,,Bristol,BS11 0RX,United Kingdom,51.5049439,-2.6538192,Pending,Public Toilet,TRUE,TRUE,,,,,,,,TRUE,9:00,16:00,9:00,16:00,9:00,16:00,9:00,16:00,9:00,16:00,,,,,TBD,
Spike Island,,"133 Cumberland Road, Bristol",,,Bristol,BS1 6UX,United Kingdom,51.4470399,-2.6106211,Pending,Public Toilet,TRUE,TRUE,,,,,,,,TRUE,8:30,17:00,8:30,17:00,8:30,17:00,8:30,17:00,8:30,17:00,10:00,17:00,10:00,17:00,TBD,
Fishponds Library,,"Robinson House, Hockeys Lane, Bristol",,,Bristol,BS16 3HL,United Kingdom,51.477587,-2.5331226,Pending,Public Toilet,TRUE,TRUE,,,,,,,,TRUE,10:00,17:00,10:00,17:00,,,11:00,19:00,10:00,17:00,10:00,17:00,,,TBD,
Tinto Lounge,,"344-346 Gloucester Road, Horfield, Bristol",,,Bristol,BS7 8TP,United Kingdom,51.4830159,-2.5874452,Pending,Public Toilet,TRUE,FALSE,,,,,,,,TRUE,8:00,23:00,8:00,23:00,8:00,23:00,8:00,23:00,8:00,23:00,9:00,23:00,9:00,23:00,TBD,
Long Ashton Park and Ride,,"Aston Road, Bristol",,,Bristol,BS3 2HB,United Kingdom,51.4362348,-2.6358335,Pending,Public Toilet,TRUE,TRUE,,,,,,,,TRUE,5:30,22:45,5:30,22:45,5:30,22:45,5:30,22:45,5:30,22:45,5:30,22:45,,,TBD,
McDonald's - Brislington,,"Bath Road / Emery Road,
 BS4 5PF",,,Bristol,BS4 5PF,United Kingdom,51.4300676,-2.53874,Pending,Public Toilet,TRUE,TRUE,,,,,,,,TRUE,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,TBD,
Burger King - St Phillips Causeway,,"St Phillips Causeway,
 BS4 3BD",,,Bristol,BS4 3BD,United Kingdom,51.4423066,-2.5614303,Pending,Public Toilet,TRUE,FALSE,,,,,,,,TRUE,10:00,22:00,10:00,22:00,10:00,22:00,10:00,22:00,8:00,1:00,8:00,1:00,10:00,22:00,TBD,
JD Weatherspoon - Van Dyck Forum,,"Van Dyck Forum, 748-756 Fishponds Road",,,Bristol,BS16 3UA,United Kingdom,51.4795782,-2.5302371,Pending,Public Toilet,TRUE,TRUE,,,,,,,,TRUE,8:00,24:00:00,8:00,24:00:00,8:00,24:00:00,8:00,24:00:00,8:00,1:00,8:00,1:00,8:00,24:00:00,TBD,
Conham river park,,Conham Road,,,Bristol,BS15 1AW,United Kingdom,51.4471827,-2.5347769,Pending,Public Toilet,TRUE,FALSE,,,,,,,,FALSE,,,,,,,,,,,,,,,TBD,
Ashton Court Estate Public Conveniences Stable yard,,"Kennel Lodge Road, Long Ashton, North Somerset",,,Bristol,BS41 9JN,United Kingdom,51.4441959,-2.6377479,Pending,Public Toilet,TRUE,TRUE,,,,,,,,TRUE,7:00,17:00,7:00,17:00,7:00,17:00,7:00,17:00,7:00,17:00,7:00,17:00,7:00,17:00,TBD,
Burger King,,"4 Eastgate Road, Eastgate Centre",,,Bristol,BS5 6XX,United Kingdom,51.4740476,-2.5650452,Pending,Public Toilet,TRUE,TRUE,,,,,,,,TRUE,8:00,23:00,8:00,23:00,8:00,23:00,8:00,23:00,8:00,23:00,9:00,23:00,9:00,23:00,TBD,
We the curious - Cafe,,"Anchor Road, Bristol",,,Bristol,BS1 5DB,United Kingdom,51.4504213,-2.6004855,Pending,Public Toilet,TRUE,TRUE,,,,,,,,TRUE,10:00,17:00,10:00,17:00,10:00,17:00,10:00,17:00,10:00,17:00,10:00,18:00,10:00,18:00,TBD,
Create Centre,,"Smeaton Road, Howells",,,Bristol,BS1 6XN,United Kingdom,51.4471111,-2.6224185,Pending,Public Toilet,TRUE,TRUE,,,,,,,,TRUE,8:30,17:00,8:30,17:00,8:30,17:00,8:30,17:00,8:30,16:30,10:00,16:00,8:00,24:00:00,TBD,
V-shed (JD Weatherspoons),,"V Shed, Canon's Road",,,Bristol,BS1 5UH,United Kingdom,51.4496903,-2.5988351,Pending,Public Toilet,TRUE,TRUE,,,,,,,,TRUE,8:00,24:00:00,8:00,1:00,8:00,2:00,8:00,2:00,8:00,2:00,8:00,3:00,8:00,0:00,TBD,
River Cottage Canteen,,"St Johns Court, Whiteladies Road, Bristol",,,Bristol,BS8 2QY,United Kingdom,51.4678359,-2.6131245,Pending,Public Toilet,TRUE,TRUE,,,,,,,,TRUE,10:00,22:00,10:00,22:00,10:00,22:00,10:00,22:00,10:00,22:00,9:00,22:00,9:00,17:00,TBD,
Banco Lounge,,"107 Wells Rd, Bristol",,,Bristol,BS4 2BS,United Kingdom,51.4415405,-2.5775816,Pending,Public Toilet,TRUE,TRUE,,,,,,,,TRUE,9:00,23:00,9:00,23:00,9:00,23:00,9:00,23:00,9:00,23:00,9:00,23:00,9:00,23:00,TBD,
Victoria Park Public Conveniences Park Lodge,,"Somerset Terrace, Bristol",,,Bristol,BS3 4LL,United Kingdom,51.4400883,-2.5897552,Pending,Public Toilet,TRUE,TRUE,,,,,,,,TRUE,7:30,17:15,7:30,17:15,7:30,17:15,7:30,17:15,7:30,17:15,7:30,17:15,7:30,17:15,TBD,
Ardagh Public Conveniences Horfield Common,,"Kellaway Avenue, Horfield, Bristol",,,Bristol,BS6 7YL,United Kingdom,51.4850682,-2.5929046,Pending,Public Toilet,TRUE,TRUE,,,,,,,,TRUE,8:00,17:15,8:00,17:15,8:00,17:15,8:00,17:15,8:00,17:15,8:00,17:15,8:00,17:15,TBD,
"The Greenway Centre, The Southmead Development Trust",,"The Greenway Centre, Doncaster Road",,,Bristol,BS10 5PY,United Kingdom,51.4994876,-2.6087913,Pending,Public Toilet,TRUE,TRUE,,,,,,,,TRUE,8:00,22:00,8:00,22:00,8:00,22:00,8:00,22:00,8:00,22:00,9:00,17:00,9:00,17:00,TBD,
Stoke Road Public Toilets,,"Stoke Road by the Water Tower, BS9 1FG",,,Bristol,BS9 1FG,United Kingdom,51.471777,-2.6176685,Pending,Public Toilet,TRUE,TRUE,,,,,,,,TRUE,7:45,20:15,7:45,20:15,7:45,20:15,7:45,20:15,7:45,20:15,7:45,20:15,7:45,20:15,TBD,
Alma Tavern,,"18-20 Alma Vale Road, Clifton, Bristol",,,Bristol,BS8 2HY,United Kingdom,51.4625222,-2.6147668,Pending,Public Toilet,TRUE,FALSE,,,,,,,,TRUE,12:00,23:00,12:00,23:00,12:00,23:00,12:00,23:00,12:00,0:00,12:00,0:00,12:00,23:00,TBD,
Helios Medical Centre Stoke Hill,,"17 Stoke Hill, Bristol",,,Bristol,BS9 1JN,United Kingdom,51.4754119,-2.6307484,Pending,Public Toilet,TRUE,TRUE,,,,,,,,TRUE,8:00,19:00,8:00,20:00,7:30,18:30,,,8:00,18:30,,,,,TBD,
Bradgate Health Centre (Pioneer Medical Group),,"Ardenton Walk, Brentry",,,Bristol,BS10 6SP,United Kingdom,51.5102722,-2.6176811,Pending,Public Toilet,TRUE,TRUE,,,,,,,,TRUE,8:00,18:30,8:00,18:30,8:00,18:30,8:00,18:30,8:00,18:30,8:00,13:00,,,TBD,
Snuff Mills Park Public Conveniences,,"River View, Bristol,
 BS161DL",,,Bristol,BS16 1DL,United Kingdom,51.4862386,-2.5444859,Pending,Public Toilet,TRUE,TRUE,,,,,,,,TRUE,8:00,17:15,8:00,17:15,8:00,17:15,8:00,17:15,8:00,17:15,8:00,17:15,8:00,17:15,TBD,
East Trees Health Centre,,100a Fishponds Road,,,Bristol,BS5 6SA,United Kingdom,51.4701054,-2.5621997,Pending,Public Toilet,TRUE,TRUE,,,,,,,,TRUE,8:00,19:30,8:00,18:30,8:00,18:30,8:00,18:30,8:00,18:30,,,,,TBD,
Waitrose - Henleaze,,51 Northumbria Drive,,,Bristol,BS9 4HN,United Kingdom,51.4804013,-2.6122842,Pending,Public Toilet,TRUE,TRUE,,,,,,,,TRUE,7:30,21:00,7:30,21:00,7:30,21:00,7:30,21:00,7:30,21:00,7:30,21:00,10:00,16:00,TBD,
Horfield Lesuire centre,,"Dorinan Road, Horfield",,,Bristol,BS7 0XW,United Kingdom,51.49369,-2.5837751,Pending,Public Toilet,TRUE,TRUE,,,,,,,,TRUE,6:30,22:30,6:30,22:30,6:30,22:30,6:30,22:30,6:30,22:30,8:00,20:00,8:00,20:00,TBD,
The Range,,"Imperial Retail Park, Hartcliffe Way, Bristol",,,Bristol,BS13 7TJ,United Kingdom,51.4168026,-2.6026106,Pending,Public Toilet,TRUE,TRUE,,,,,,,,TRUE,8:30,20:00,8:30,20:00,8:30,20:00,8:30,20:00,8:30,20:00,8:30,20:00,10:00,17:00,TBD,
South Bristol Crematorium and Cemetery,,"Bridgwater Road, Bristol",,,Bristol,BS13 7AS,United Kingdom,51.4242413,-2.6244454,Pending,Public Toilet,TRUE,TRUE,,,,,,,,TRUE,9:00,16:00,9:00,16:00,9:00,16:00,9:00,16:00,9:00,16:00,11:00,16:00,11:00,16:00,TBD,
The Yeoman,,700 Wells Road,,,Bristol,BS14 9HX,United Kingdom,51.4135165,-2.5592944,Pending,Public Toilet,TRUE,TRUE,,,,,,,,TRUE,11:00,23:00,11:00,23:00,11:00,23:00,11:00,23:00,11:00,23:00,11:00,23:00,11:00,23:00,TBD,
Sainsbury's - Clifton Down,,"Clifton Down Shopping Centre, Whiteladies Road,
 BS8 2NN",,,Bristol,BS8 2NN,United Kingdom,51.4640093,-2.6106108,Pending,Public Toilet,TRUE,TRUE,,,,,,,,TRUE,8:00,22:00,8:00,22:00,8:00,22:00,8:00,22:00,8:00,22:00,8:00,22:00,11:00,17:00,TBD,
JD Weatherspoon - St Georges Hall,,"St Georges Hall, 203 Church Rd",,,Bristol,BS5 9HL,United Kingdom,51.4593754,-2.5552059,Pending,Public Toilet,TRUE,TRUE,,,,,,,,TRUE,8:00,12:00,8:00,12:00,8:00,12:00,8:00,12:00,8:00,1:00,8:00,1:00,8:00,12:00,TBD,
Bristol Museum and Art Gallery,,"Queens Road, Bristol",,,Bristol,BS8 1RL,United Kingdom,51.4562868,-2.6051537,Pending,Public Toilet,TRUE,TRUE,,,,,,,,TRUE,10:00,17:00,10:00,17:00,10:00,17:00,10:00,17:00,10:00,17:00,10:00,17:00,10:00,17:00,TBD,
Tenpin Bristol,,St Phillips causeway,,,Bristol,BS2 0SP,United Kingdom,51.4488469,-2.5601928,Pending,Public Toilet,TRUE,TRUE,,,,,,,,TRUE,11:00,23:00,11:00,23:00,11:00,23:00,11:00,23:00,11:00,23:00,10:00,23:00,10:00,23:00,TBD,
Merrywood Practice,,"Knowle Health Park, Downton Road",,,Bristol,BS4 1WH,United Kingdom,51.4280481,-2.5964572,Pending,Public Toilet,TRUE,TRUE,,,,,,,,TRUE,8:30,18:30,8:30,18:30,8:30,18:30,8:30,18:30,8:30,18:30,,,,,TBD,
Asda Whitchurch,,"Whitchurch District Centre, Oatlands Avenue",,,Bristol,BS14 0ST,United Kingdom,51.4139098,-2.5709607,Pending,Public Toilet,TRUE,TRUE,,,,,,,,TRUE,8:00,23:00,7:30,23:00,7:30,23:00,7:30,23:00,7:30,23:00,7:00,22:00,10:00,16:00,TBD,
Helios - Sea Mills Surgery,,2 Riverleaze,,,Bristol,BS9 2HL,United Kingdom,51.4849132,-2.6500828,Pending,Public Toilet,TRUE,TRUE,,,,,,,,TRUE,8:00,18:30,8:00,18:30,8:00,18:30,8:00,18:30,8:00,18:30,,,,,TBD,
The Hub,,"1 Fedden Building, Gainsborough Square",,,Bristol,BS7 9FB,United Kingdom,51.4900898,-2.5625921,Pending,Public Toilet,TRUE,TRUE,,,,,,,,TRUE,9:00,15:00,9:00,15:00,9:00,15:00,9:00,15:00,9:00,15:00,,,,,TBD,
"Greenbank Cemetery (The Lodge, Greenbank Road entrance)",,"Greenbank Road, Easton, Bristol",,,Bristol,BS5 6HL,United Kingdom,51.4685088,-2.5536961,Pending,Public Toilet,TRUE,FALSE,,,,,,,,TRUE,9:00,16:00,9:00,16:00,9:00,16:00,9:00,16:00,9:00,16:00,11:00,16:00,11:00,16:00,TBD,
Suspension Bridge Toilets,,"Suspension Bridge Road, opposite toll station",,,Bristol,BS9 3ZZ,United Kingdom,51.4560827,-2.6251998,Pending,Public Toilet,TRUE,TRUE,,,,,,,,TRUE,8:00,23:00,8:00,23:00,8:00,23:00,8:00,23:00,8:00,23:00,8:00,23:00,8:00,23:00,TBD,
Grupo Lounge (Lounges),,8 Canford Lane,,,Bristol,BS9 3DH,United Kingdom,51.4928879,-2.6194727,Pending,Public Toilet,TRUE,TRUE,,,,,,,,TRUE,9:00,23:00,9:00,23:00,9:00,23:00,9:00,23:00,9:00,23:00,9:00,23:00,9:00,23:00,TBD,
SS Great Britain,,"Great Western Dockyard, Gas Ferry Road, Bristol",,,Bristol,BS1 6TY,United Kingdom,51.4488431,-2.6074574,Pending,Public Toilet,TRUE,TRUE,,,,,,,,TRUE,10:00,16:30,10:00,16:30,10:00,16:30,10:00,16:30,10:00,16:30,10:00,16:30,10:00,16:30,TBD,
Watershed,,"1 Cannons Rd, Harbourside, Bristol",,,Bristol,BS1 5TX,United Kingdom,51.4517734,-2.5980711,Pending,Public Toilet,TRUE,TRUE,,,,,,,,TRUE,9:00,23:00,9:00,23:00,9:00,23:00,9:00,23:00,9:00,23:00,10:00,23:00,10:00,23:00,TBD,
Cabot Circus Shopping Centre 3 floor management suite,,"Glass House, Broadmead,BS1 3BX",,,Bristol,BS1 3BX,United Kingdom,51.4582697,-2.5847416,Pending,Public Toilet,TRUE,TRUE,,,,,,,,TRUE,9:00,20:15,9:00,20:15,9:00,20:15,9:00,20:15,9:00,20:15,9:00,20:15,9:00,17:30,TBD,
Source Cafe - St Nicholas Market,,"St Nicholas Market Office, St Nicholas Market, Corn Street, Bristol",,,Bristol,BS1 1JQ,United Kingdom,51.454404,-2.5935289,Pending,Public Toilet,TRUE,TRUE,,,,,,,,TRUE,9:30,17:00,9:30,17:00,9:30,17:00,9:30,17:00,9:30,17:00,9:30,17:30,,,TBD,
Bristol South Swimming Pool,,Dean Lane,,,Bristol,BS3 1BS,United Kingdom,51.4422586,-2.6006105,Pending,Public Toilet,TRUE,TRUE,,,,,,,,TRUE,7:30,20:00,7:30,19:00,7:30,20:00,7:30,20:00,7:30,18:00,8:00,15:45,,,TBD,
Greenbank Cemetery (The Mortuary),,"Greenbank Road, Easton, Bristol",,,Bristol,BS5 6HL,United Kingdom,51.4704278,-2.5552757,Pending,Public Toilet,TRUE,FALSE,,,,,,,,TRUE,9:00,16:30,9:00,16:30,9:00,16:30,9:00,16:30,9:00,16:30,,,,,TBD,
